Location,Year,Age,Sex,Cause of death or injury,Risk factor,Measure,Value,Lower bound,Upper bound
Senegal,2017,All ages,Both,Maternal and neonatal disorders,Child wasting,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Maternal and neonatal disorders,Child stunting,DALYs,0,0,0
Senegal,2017,All ages,Both,Maternal and neonatal disorders,Child stunting,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Maternal and neonatal disorders,Child stunting,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Maternal and neonatal disorders,Chewing tobacco,DALYs,0,0,0
Senegal,2017,All ages,Both,Maternal and neonatal disorders,Chewing tobacco,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Maternal and neonatal disorders,Chewing tobacco,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Maternal and neonatal disorders,Diet low in legumes,DALYs,0,0,0
Senegal,2017,All ages,Both,Maternal and neonatal disorders,Diet low in legumes,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Maternal and neonatal disorders,Diet low in legumes,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Maternal and neonatal disorders,Short gestation for birth weight,DALYs,531018.4054,412779.7103,686608.8969
Senegal,2017,All ages,Both,Maternal and neonatal disorders,Short gestation for birth weight,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Maternal and neonatal disorders,Short gestation for birth weight,"DALYs per 100,000",3615.313051,2810.312898,4674.614064
Senegal,2017,All ages,Both,Maternal and neonatal disorders,Low birth weight for gestation,DALYs,403448.524,310619.6347,525802.3958
Senegal,2017,All ages,Both,Maternal and neonatal disorders,Low birth weight for gestation,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Maternal and neonatal disorders,Low birth weight for gestation,"DALYs per 100,000",2746.783726,2114.780218,3579.801085
Senegal,2017,All ages,Both,Maternal and neonatal disorders,Impaired kidney function,DALYs,0,0,0
Senegal,2017,All ages,Both,Maternal and neonatal disorders,Impaired kidney function,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Maternal and neonatal disorders,Impaired kidney function,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Maternal and neonatal disorders,Bullying victimization,DALYs,0,0,0
Senegal,2017,All ages,Both,Maternal and neonatal disorders,Bullying victimization,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Maternal and neonatal disorders,Bullying victimization,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Maternal and neonatal disorders,High LDL cholesterol,DALYs,0,0,0
Senegal,2017,All ages,Both,Maternal and neonatal disorders,High LDL cholesterol,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Maternal and neonatal disorders,High LDL cholesterol,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Unsafe water source,DALYs,0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Unsafe water source,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Other infectious diseases,Unsafe water source,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Unsafe sanitation,DALYs,0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Unsafe sanitation,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Other infectious diseases,Unsafe sanitation,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Ambient particulate matter pollution,DALYs,0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Ambient particulate matter pollution,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Other infectious diseases,Ambient particulate matter pollution,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Household air pollution from solid fuels,DALYs,0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Household air pollution from solid fuels,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Other infectious diseases,Household air pollution from solid fuels,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Ambient ozone pollution,DALYs,0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Ambient ozone pollution,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Other infectious diseases,Ambient ozone pollution,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Residential radon,DALYs,0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Residential radon,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Other infectious diseases,Residential radon,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Lead exposure,DALYs,0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Lead exposure,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Other infectious diseases,Lead exposure,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Child underweight,DALYs,2611.748694,205.4369644,9972.457629
Senegal,2017,All ages,Both,Other infectious diseases,Child underweight,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Other infectious diseases,Child underweight,"DALYs per 100,000",17.78147244,1.398668918,67.89511598
Senegal,2017,All ages,Both,Other infectious diseases,Iron deficiency,DALYs,0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Iron deficiency,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Other infectious diseases,Iron deficiency,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Vitamin A deficiency,DALYs,5368.658996,1560.392326,14077.79257
Senegal,2017,All ages,Both,Other infectious diseases,Vitamin A deficiency,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Other infectious diseases,Vitamin A deficiency,"DALYs per 100,000",36.5512433,10.6235616,95.84531662
Senegal,2017,All ages,Both,Other infectious diseases,Zinc deficiency,DALYs,0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Zinc deficiency,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Other infectious diseases,Zinc deficiency,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Smoking,DALYs,0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Smoking,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Other infectious diseases,Smoking,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Secondhand smoke,DALYs,0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Secondhand smoke,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Other infectious diseases,Secondhand smoke,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Alcohol use,DALYs,0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Alcohol use,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Other infectious diseases,Alcohol use,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Drug use,DALYs,50.69676058,24.23737971,91.29682967
Senegal,2017,All ages,Both,Other infectious diseases,Drug use,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Other infectious diseases,Drug use,"DALYs per 100,000",0.345156888,0.16501446,0.621572843
Senegal,2017,All ages,Both,Other infectious diseases,High fasting plasma glucose,DALYs,0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,High fasting plasma glucose,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Other infectious diseases,High fasting plasma glucose,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,High systolic blood pressure,DALYs,0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,High systolic blood pressure,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Other infectious diseases,High systolic blood pressure,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,High body-mass index,DALYs,0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,High body-mass index,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Other infectious diseases,High body-mass index,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Low bone mineral density,DALYs,0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Low bone mineral density,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Other infectious diseases,Low bone mineral density,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Diet low in fruits,DALYs,0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Diet low in fruits,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Other infectious diseases,Diet low in fruits,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Diet low in vegetables,DALYs,0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Diet low in vegetables,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Other infectious diseases,Diet low in vegetables,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Diet low in whole grains,DALYs,0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Diet low in whole grains,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Other infectious diseases,Diet low in whole grains,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Diet low in nuts and seeds,DALYs,0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Diet low in nuts and seeds,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Other infectious diseases,Diet low in nuts and seeds,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Diet low in milk,DALYs,0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Diet low in milk,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Other infectious diseases,Diet low in milk,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Diet high in red meat,DALYs,0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Diet high in red meat,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Other infectious diseases,Diet high in red meat,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Diet high in processed meat,DALYs,0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Diet high in processed meat,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Other infectious diseases,Diet high in processed meat,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Diet high in sugar-sweetened beverages,DALYs,0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Diet high in sugar-sweetened beverages,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Other infectious diseases,Diet high in sugar-sweetened beverages,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Diet low in fiber,DALYs,0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Diet low in fiber,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Other infectious diseases,Diet low in fiber,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Diet low in seafood omega-3 fatty acids,DALYs,0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Diet low in seafood omega-3 fatty acids,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Other infectious diseases,Diet low in seafood omega-3 fatty acids,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Diet low in polyunsaturated fatty acids,DALYs,0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Diet low in polyunsaturated fatty acids,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Other infectious diseases,Diet low in polyunsaturated fatty acids,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Diet high in trans fatty acids,DALYs,0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Diet high in trans fatty acids,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Other infectious diseases,Diet high in trans fatty acids,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Diet high in sodium,DALYs,0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Diet high in sodium,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Other infectious diseases,Diet high in sodium,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Low physical activity,DALYs,0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Low physical activity,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Other infectious diseases,Low physical activity,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Occupational asthmagens,DALYs,0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Occupational asthmagens,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Other infectious diseases,Occupational asthmagens,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,"Occupational particulate matter, gases, and fumes",DALYs,0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,"Occupational particulate matter, gases, and fumes",Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Other infectious diseases,"Occupational particulate matter, gases, and fumes","DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Occupational noise,DALYs,0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Occupational noise,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Other infectious diseases,Occupational noise,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Occupational injuries,DALYs,0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Occupational injuries,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Other infectious diseases,Occupational injuries,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Occupational ergonomic factors,DALYs,0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Occupational ergonomic factors,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Other infectious diseases,Occupational ergonomic factors,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Childhood sexual abuse,DALYs,0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Childhood sexual abuse,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Other infectious diseases,Childhood sexual abuse,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Intimate partner violence,DALYs,0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Intimate partner violence,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Other infectious diseases,Intimate partner violence,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Non-exclusive breastfeeding,DALYs,0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Non-exclusive breastfeeding,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Other infectious diseases,Non-exclusive breastfeeding,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Discontinued breastfeeding,DALYs,0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Discontinued breastfeeding,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Other infectious diseases,Discontinued breastfeeding,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Diet low in calcium,DALYs,0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Diet low in calcium,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Other infectious diseases,Diet low in calcium,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Occupational exposure to asbestos,DALYs,0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Occupational exposure to asbestos,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Other infectious diseases,Occupational exposure to asbestos,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Occupational exposure to arsenic,DALYs,0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Occupational exposure to arsenic,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Other infectious diseases,Occupational exposure to arsenic,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Occupational exposure to benzene,DALYs,0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Occupational exposure to benzene,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Other infectious diseases,Occupational exposure to benzene,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Occupational exposure to beryllium,DALYs,0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Occupational exposure to beryllium,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Other infectious diseases,Occupational exposure to beryllium,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Occupational exposure to cadmium,DALYs,0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Occupational exposure to cadmium,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Other infectious diseases,Occupational exposure to cadmium,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Occupational exposure to chromium,DALYs,0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Occupational exposure to chromium,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Other infectious diseases,Occupational exposure to chromium,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Occupational exposure to diesel engine exhaust,DALYs,0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Occupational exposure to diesel engine exhaust,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Other infectious diseases,Occupational exposure to diesel engine exhaust,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Occupational exposure to formaldehyde,DALYs,0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Occupational exposure to formaldehyde,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Other infectious diseases,Occupational exposure to formaldehyde,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Occupational exposure to nickel,DALYs,0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Occupational exposure to nickel,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Other infectious diseases,Occupational exposure to nickel,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Occupational exposure to polycyclic aromatic hydrocarbons,DALYs,0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Occupational exposure to polycyclic aromatic hydrocarbons,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Other infectious diseases,Occupational exposure to polycyclic aromatic hydrocarbons,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Occupational exposure to silica,DALYs,0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Occupational exposure to silica,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Other infectious diseases,Occupational exposure to silica,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Occupational exposure to sulfuric acid,DALYs,0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Occupational exposure to sulfuric acid,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Other infectious diseases,Occupational exposure to sulfuric acid,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Unsafe sex,DALYs,0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Unsafe sex,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Other infectious diseases,Unsafe sex,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Occupational exposure to trichloroethylene,DALYs,0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Occupational exposure to trichloroethylene,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Other infectious diseases,Occupational exposure to trichloroethylene,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,No access to handwashing facility,DALYs,0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,No access to handwashing facility,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Other infectious diseases,No access to handwashing facility,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Child wasting,DALYs,3737.263563,,16729.06005
Senegal,2017,All ages,Both,Other infectious diseases,Child wasting,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Other infectious diseases,Child wasting,"DALYs per 100,000",25.44427387,,113.8958434
Senegal,2017,All ages,Both,Other infectious diseases,Child stunting,DALYs,1841.190002,83.90306633,7546.891324
Senegal,2017,All ages,Both,Other infectious diseases,Child stunting,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Other infectious diseases,Child stunting,"DALYs per 100,000",12.53530607,0.571234156,51.38122224
Senegal,2017,All ages,Both,Other infectious diseases,Chewing tobacco,DALYs,0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Chewing tobacco,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Other infectious diseases,Chewing tobacco,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Diet low in legumes,DALYs,0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Diet low in legumes,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Other infectious diseases,Diet low in legumes,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Short gestation for birth weight,DALYs,6830.421791,4529.976471,10246.73832
Senegal,2017,All ages,Both,Other infectious diseases,Short gestation for birth weight,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Other infectious diseases,Short gestation for birth weight,"DALYs per 100,000",46.5033091,30.84127196,69.76249108
Senegal,2017,All ages,Both,Other infectious diseases,Low birth weight for gestation,DALYs,2475.4416,1657.960535,3781.258156
Senegal,2017,All ages,Both,Other infectious diseases,Low birth weight for gestation,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Other infectious diseases,Low birth weight for gestation,"DALYs per 100,000",16.85345787,11.28783165,25.74380063
Senegal,2017,All ages,Both,Other infectious diseases,Impaired kidney function,DALYs,0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Impaired kidney function,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Other infectious diseases,Impaired kidney function,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Bullying victimization,DALYs,0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,Bullying victimization,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Other infectious diseases,Bullying victimization,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,High LDL cholesterol,DALYs,0,0,0
Senegal,2017,All ages,Both,Other infectious diseases,High LDL cholesterol,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Other infectious diseases,High LDL cholesterol,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Unsafe water source,DALYs,0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Unsafe water source,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Unsafe water source,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Unsafe sanitation,DALYs,0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Unsafe sanitation,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Unsafe sanitation,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Ambient particulate matter pollution,DALYs,0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Ambient particulate matter pollution,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Ambient particulate matter pollution,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Household air pollution from solid fuels,DALYs,0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Household air pollution from solid fuels,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Household air pollution from solid fuels,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Ambient ozone pollution,DALYs,0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Ambient ozone pollution,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Ambient ozone pollution,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Residential radon,DALYs,0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Residential radon,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Residential radon,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Lead exposure,DALYs,0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Lead exposure,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Lead exposure,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Child underweight,DALYs,0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Child underweight,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Child underweight,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Iron deficiency,DALYs,0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Iron deficiency,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Iron deficiency,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Vitamin A deficiency,DALYs,0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Vitamin A deficiency,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Vitamin A deficiency,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Zinc deficiency,DALYs,0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Zinc deficiency,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Zinc deficiency,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Smoking,DALYs,0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Smoking,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Smoking,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Secondhand smoke,DALYs,0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Secondhand smoke,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Secondhand smoke,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Alcohol use,DALYs,0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Alcohol use,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Alcohol use,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Drug use,DALYs,0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Drug use,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,Drug use,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,High fasting plasma glucose,DALYs,0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,High fasting plasma glucose,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,High fasting plasma glucose,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,High systolic blood pressure,DALYs,0,0,0
Senegal,2017,All ages,Both,Neglected tropical diseases and malaria,High systolic blood pressure,Percent of total DALYs,0,,
